,Unnamed: 0,league,season,window,team_id,team_name,team_country,dir,player_id,player_name,player_age,player_nation,player_nation2,player_pos,counter_team_id,counter_team_name,counter_team_country,transfer_fee_amnt,market_val_amnt,is_free,is_loan,is_loan_end,is_retired,transfer_id
2816,2816,GB1,2010,s,1181,Blackpool FC,England,in,10011,Marlon Harewood,31.0,England,Barbados,CF,349,Barnsley FC,England,,,False,True,True,False,575485
2817,2817,GB1,2010,s,1181,Blackpool FC,England,left,28046,Ben Burgess,28.0,Ireland,,CF,1045,Notts County,England,700000.0,,False,False,False,False,441488
2818,2818,GB1,2010,s,1181,Blackpool FC,England,left,36791,Al Bangura,22.0,Sierra Leone,,CM,3216,Mersin Idmanyurdu,Turkey,0.0,,True,False,False,False,422975
2819,2819,GB1,2010,s,1181,Blackpool FC,England,left,3536,Daniel Nardiello,27.0,Wales,England,CF,6699,Exeter City,England,0.0,,True,False,False,False,422982
2820,2820,GB1,2010,s,1181,Blackpool FC,England,left,36793,Hameur Bouazza,25.0,Algeria,France,RW,11300,Athlétic Club Arlésien,France,0.0,,True,False,False,False,434468
2821,2821,GB1,2010,s,1181,Blackpool FC,England,left,18240,Stephen McPhee,29.0,Scotland,,attack,Retired,Retired,Retired,,,False,False,False,True,421874
2822,2822,GB1,2010,s,1181,Blackpool FC,England,left,61833,Joe Martin,21.0,England,,LB,515,Without Club,Without Club,,,False,False,False,False,422984
2823,2823,GB1,2010,s,1181,Blackpool FC,England,left,90154,Danny Mitchley,20.0,England,,CF,515,Without Club,Without Club,,,False,False,False,False,422978
2824,2824,GB1,2010,s,1181,Blackpool FC,England,left,14177,Luke Varney,28.0,England,,CF,22,Derby County,England,,,False,True,True,False,473038
2825,2825,GB1,2010,s,1181,Blackpool FC,England,left,12693,Stephen Dobbie,27.0,Scotland,,CF,2288,Swansea City,England,,200000.0,False,True,True,False,423584
2826,2826,GB1,2010,s,1181,Blackpool FC,England,left,3112,James Beattie,33.0,England,,CF,124,Rangers FC,Scotland,,,False,True,True,False,534651
2827,2827,GB1,2010,s,1181,Blackpool FC,England,left,47995,Jason Puncheon,24.0,England,Jamaica,CM,180,Southampton FC,England,,350000.0,False,True,True,False,535418
2828,2828,GB1,2010,s,1071,Wigan Athletic,England,in,24877,Ronnie Stam,26.0,Netherlands,,RB,317,Twente Enschede FC,Netherlands,4000000.0,,False,False,False,False,459078
2829,2829,GB1,2010,s,1071,Wigan Athletic,England,in,40822,Mauro Boselli,25.0,Argentina,Mexico,CF,288,Club Estudiantes de La Plata,Argentina,3700000.0,250000.0,False,False,False,False,438566
2830,2830,GB1,2010,s,1071,Wigan Athletic,England,in,59783,Franco Di Santo,21.0,Argentina,Italy,CF,631,Chelsea FC,England,2400000.0,400000.0,False,False,False,False,474674
2831,2831,GB1,2010,s,1071,Wigan Athletic,England,in,41416,James McArthur,22.0,Scotland,,CM,2999,Hamilton Academical FC,Scotland,600000.0,1200000.0,False,False,False,False,454494
2832,2832,GB1,2010,s,1071,Wigan Athletic,England,in,3462,Steven Caldwell,29.0,Scotland,,CB,1132,Burnley FC,England,0.0,,True,False,False,False,418055
2833,2833,GB1,2010,s,1071,Wigan Athletic,England,in,14259,Antolín Alcaraz,27.0,Paraguay,Italy,CB,2282,Club Brugge KV,Belgium,0.0,50000.0,True,False,False,False,418414
2834,2834,GB1,2010,s,1071,Wigan Athletic,England,in,73484,Tom Cleverley,21.0,England,,CM,985,Manchester United,England,,1800000.0,False,True,False,False,474601
2835,2835,GB1,2010,s,1071,Wigan Athletic,England,in,26633,Ali Al-Habsi,28.0,Oman,,GK,355,Bolton Wanderers,England,,,False,True,False,False,449850
2836,2836,GB1,2010,s,1071,Wigan Athletic,England,in,61711,Callum McManaman,19.0,England,Ireland,RW,9268,Wigan Athletic U23,England,,500000.0,False,False,False,False,329780
2837,2837,GB1,2010,s,1071,Wigan Athletic,England,in,126258,Lee Nicholls,17.0,England,,GK,12808,Wigan Athletic U18,England,,700000.0,False,False,False,False,501029
2838,2838,GB1,2010,s,1071,Wigan Athletic,England,in,61586,Daniel Redmond,19.0,England,,CM,9268,Wigan Athletic U23,England,,100000.0,False,False,False,False,671481
2839,2839,GB1,2010,s,1071,Wigan Athletic,England,in,126258,Lee Nicholls,18.0,England,,GK,1035,Sheffield Wednesday,England,,700000.0,False,True,True,False,575481
2840,2840,GB1,2010,s,1071,Wigan Athletic,England,in,3661,Jason Koumas,31.0,Wales,Cyprus,AM,603,Cardiff City,England,,,False,True,True,False,462291
2841,2841,GB1,2010,s,1071,Wigan Athletic,England,in,15894,Daniël de Ridder,26.0,Netherlands,Israel,LW,1017,Hapoel Tel Aviv,Israel,,,False,True,True,False,438105
2842,2842,GB1,2010,s,1071,Wigan Athletic,England,in,21567,Rachid Bouaouzan,26.0,Netherlands,Morocco,LM,699,Helsingborgs IF,Sweden,,,False,True,True,False,414480
2843,2843,GB1,2010,s,1071,Wigan Athletic,England,in,5438,Olivier Kapo,29.0,France,Cote d'Ivoire,AM,7042,US Boulogne,France,,,False,True,True,False,376869
2844,2844,GB1,2010,s,1071,Wigan Athletic,England,left,12807,Jason Scotland,31.0,Trinidad and Tobago,,CF,677,Ipswich Town,England,1200000.0,,False,False,False,False,471358
2845,2845,GB1,2010,s,1071,Wigan Athletic,England,left,3130,Titus Bramble,28.0,England,Montserrat,CB,289,Sunderland AFC,England,1200000.0,,False,False,False,False,455552
2846,2846,GB1,2010,s,1071,Wigan Athletic,England,left,38558,Tomasz Cywka,22.0,Poland,,DM,22,Derby County,England,0.0,,True,False,False,False,422487
2847,2847,GB1,2010,s,1071,Wigan Athletic,England,left,45185,Tomasz Kupisz,20.0,Poland,,RM,2300,Jagiellonia Bialystok,Poland,0.0,300000.0,True,False,False,False,425551
2848,2848,GB1,2010,s,1071,Wigan Athletic,England,left,3158,Mario Melchiot,33.0,Netherlands,Suriname,RB,10920,Umm Salal SC,Qatar,0.0,,True,False,False,False,426673
2849,2849,GB1,2010,s,1071,Wigan Athletic,England,left,2953,Paul Scharner,30.0,Austria,,CB,984,West Bromwich Albion,England,0.0,,True,False,False,False,448311
2850,2850,GB1,2010,s,1071,Wigan Athletic,England,left,3661,Jason Koumas,30.0,Wales,Cyprus,AM,603,Cardiff City,England,,,False,True,False,False,462290
2851,2851,GB1,2010,s,1071,Wigan Athletic,England,left,7125,Richard Kingson,32.0,Ghana,Turkey,GK,1181,Blackpool FC,England,,,False,False,False,False,439886
2852,2852,GB1,2010,s,1071,Wigan Athletic,England,left,71904,Antonio Amaya,27.0,Spain,,CB,367,Rayo Vallecano,Spain,,,False,True,False,False,456984
2853,2853,GB1,2010,s,1071,Wigan Athletic,England,left,5438,Olivier Kapo,29.0,France,Cote d'Ivoire,AM,515,Without Club,Without Club,,,False,False,False,False,463072
2854,2854,GB1,2010,s,1071,Wigan Athletic,England,left,26633,Ali Al-Habsi,29.0,Oman,,GK,355,Bolton Wanderers,England,,,False,True,True,False,449851
2855,2855,GB1,2010,s,1071,Wigan Athletic,England,left,73484,Tom Cleverley,21.0,England,,CM,985,Manchester United,England,,1800000.0,False,True,True,False,474600
2856,2856,GB1,2010,s,1071,Wigan Athletic,England,left,34400,Vladimir Stojkovic,26.0,Serbia,,GK,336,Sporting CP,Portugal,,200000.0,False,True,True,False,420649
2857,2857,GB1,2010,s,1071,Wigan Athletic,England,left,54162,Marcelo Moreno,23.0,Bolivia,Brazil,CF,660,Shakhtar Donetsk,Ukraine,,400000.0,False,True,True,False,386582
2858,2858,GB1,2010,s,985,Manchester United,England,in,153427,Bebé,20.0,Cape Verde,Portugal,LW,2420,Vitória Guimarães SC,Portugal,8800000.0,800000.0,False,False,False,False,466136
2859,2859,GB1,2010,s,985,Manchester United,England,in,103427,Chris Smalling,20.0,England,,CB,931,Fulham FC,England,8000000.0,8000000.0,False,False,False,False,383169
2860,2860,GB1,2010,s,985,Manchester United,England,in,50935,Chicharito,22.0,Mexico,,CF,6711,Deportivo Guadalajara,Mexico,7500000.0,2000000.0,False,False,False,False,413289
2861,2861,GB1,2010,s,985,Manchester United,England,in,73492,Joe Dudgeon,19.0,Northern Ireland,England,LB,5242,Manchester United U18,England,,,False,False,False,False,572045
2862,2862,GB1,2010,s,985,Manchester United,England,in,128233,Conor Devlin,18.0,Northern Ireland,,GK,5242,Manchester United U18,England,,75000.0,False,False,False,False,516565
2863,2863,GB1,2010,s,985,Manchester United,England,in,127996,Reece Brown,18.0,England,Jamaica,CB,5242,Manchester United U18,England,,,False,False,False,False,351896
2864,2864,GB1,2010,s,985,Manchester United,England,in,73484,Tom Cleverley,21.0,England,,CM,1071,Wigan Athletic,England,,1800000.0,False,True,True,False,474600
2865,2865,GB1,2010,s,985,Manchester United,England,in,46180,Zoran Tosic,23.0,Serbia,,RW,3,1. FC Köln,Germany,,250000.0,False,True,True,False,383804
2866,2866,GB1,2010,s,985,Manchester United,England,in,55687,Ritchie De Laet,21.0,Belgium,,CB,350,Sheffield United,England,,1000000.0,False,True,True,False,484729
2867,2867,GB1,2010,s,985,Manchester United,England,in,127996,Reece Brown,18.0,England,Jamaica,CB,1027,Bradford City,England,,,False,True,True,False,496797
2868,2868,GB1,2010,s,985,Manchester United,England,in,128233,Conor Devlin,18.0,Northern Ireland,,GK,2577,Hartlepool United,England,,75000.0,False,True,True,False,516564
2869,2869,GB1,2010,s,985,Manchester United,England,in,67063,Danny Welbeck,20.0,England,Ghana,CF,289,Sunderland AFC,England,,4000000.0,False,True,True,False,466666
2870,2870,GB1,2010,s,985,Manchester United,England,in,62049,Mame Diouf,23.0,Senegal,,CF,164,Blackburn Rovers,England,,1200000.0,False,True,True,False,463177
2871,2871,GB1,2010,s,985,Manchester United,England,left,46180,Zoran Tosic,23.0,Serbia,,RW,2410,CSKA Moscow,Russia,9500000.0,250000.0,False,False,False,False,431959
2872,2872,GB1,2010,s,985,Manchester United,England,left,13572,Ben Foster,27.0,England,,GK,337,Birmingham City,England,7000000.0,300000.0,False,False,False,False,419714
2873,2873,GB1,2010,s,985,Manchester United,England,left,73514,Sam Hewson,21.0,England,,CM,2962,Altrincham FC,England,0.0,50000.0,True,False,False,False,468656
2874,2874,GB1,2010,s,985,Manchester United,England,left,73552,Rodrigo Possebon,21.0,Italy,Brazil,CM,221,Santos FC,Brazil,0.0,,True,False,False,False,469533
2875,2875,GB1,2010,s,985,Manchester United,England,left,37678,David Gray,22.0,Scotland,,RB,466,Preston North End,England,0.0,,True,False,False,False,450894
2876,2876,GB1,2010,s,985,Manchester United,England,left,34130,Tom Heaton,24.0,England,,GK,603,Cardiff City,England,0.0,800000.0,True,False,False,False,432239
2877,2877,GB1,2010,s,985,Manchester United,England,left,62049,Mame Diouf,22.0,Senegal,,CF,164,Blackburn Rovers,England,,1200000.0,False,True,False,False,463176
2878,2878,GB1,2010,s,985,Manchester United,England,left,67063,Danny Welbeck,19.0,England,Ghana,CF,289,Sunderland AFC,England,,4000000.0,False,True,False,False,466665
2879,2879,GB1,2010,s,985,Manchester United,England,left,128233,Conor Devlin,18.0,Northern Ireland,,GK,2577,Hartlepool United,England,,75000.0,False,True,False,False,487864
2880,2880,GB1,2010,s,985,Manchester United,England,left,127996,Reece Brown,18.0,England,Jamaica,CB,1027,Bradford City,England,,,False,True,False,False,487852
2881,2881,GB1,2010,s,985,Manchester United,England,left,55687,Ritchie De Laet,21.0,Belgium,,CB,350,Sheffield United,England,,1000000.0,False,True,False,False,484728
2882,2882,GB1,2010,s,985,Manchester United,England,left,73484,Tom Cleverley,21.0,England,,CM,1071,Wigan Athletic,England,,1800000.0,False,True,False,False,474601
2883,2883,GB1,2010,s,985,Manchester United,England,left,73538,Scott Moffatt,19.0,England,,CB,515,Without Club,Without Club,,,False,False,False,False,468658
2884,2884,GB1,2010,s,984,West Bromwich Albion,England,in,5652,Marc-Antoine Fortuné,29.0,French Guiana,France,CF,371,Celtic FC,Scotland,3000000.0,,False,False,False,False,473054
2885,2885,GB1,2010,s,984,West Bromwich Albion,England,in,37058,Somen Tchoyi,27.0,Cameroon,,AM,409,Red Bull Salzburg,Austria,3000000.0,,False,False,False,False,470054
2886,2886,GB1,2010,s,984,West Bromwich Albion,England,in,12516,Peter Odemwingie,29.0,Nigeria,Russia,RW,932,Lokomotiv Moscow,Russia,3000000.0,,False,False,False,False,469950
2887,2887,GB1,2010,s,984,West Bromwich Albion,England,in,13426,Nicky Shorey,29.0,England,,LB,405,Aston Villa,England,1800000.0,,False,False,False,False,464585
2888,2888,GB1,2010,s,984,West Bromwich Albion,England,in,3838,Boaz Myhill,27.0,Wales,United States,GK,3008,Hull City,England,1800000.0,,False,False,False,False,459545
2889,2889,GB1,2010,s,984,West Bromwich Albion,England,in,6893,Gabriel Tamas,26.0,Romania,,CB,290,AJ Auxerre,France,930000.0,300000.0,False,False,False,False,419855
2890,2890,GB1,2010,s,984,West Bromwich Albion,England,in,121477,Craig Dawson,20.0,England,,CB,1088,Rochdale AFC,England,300000.0,3000000.0,False,False,False,False,476674
2891,2891,GB1,2010,s,984,West Bromwich Albion,England,in,2953,Paul Scharner,30.0,Austria,,CB,1071,Wigan Athletic,England,0.0,,True,False,False,False,448311
2892,2892,GB1,2010,s,984,West Bromwich Albion,England,in,8116,Pablo Ibáñez,28.0,Spain,,CB,13,Atlético de Madrid,Spain,0.0,,True,False,False,False,425714
2893,2893,GB1,2010,s,984,West Bromwich Albion,England,in,7330,Steven Reid,29.0,Ireland,England,RB,164,Blackburn Rovers,England,0.0,,True,False,False,False,422348
2894,2894,GB1,2010,s,984,West Bromwich Albion,England,in,40372,Borja Valero,25.0,Spain,,CM,237,RCD Mallorca,Spain,,,False,True,True,False,338672
2895,2895,GB1,2010,s,984,West Bromwich Albion,England,in,45921,Luke Daniels,22.0,England,,GK,358,Charlton Athletic,England,,300000.0,False,True,True,False,482210
2896,2896,GB1,2010,s,984,West Bromwich Albion,England,in,103607,Marcus Haber,21.0,Canada,Austria,CF,6321,Vancouver Whitecaps FC,United States,,175000.0,False,True,True,False,457607
2897,2897,GB1,2010,s,984,West Bromwich Albion,England,in,108725,Chris Wood,19.0,New Zealand,,CF,1237,Brighton & Hove Albion,England,,10000000.0,False,True,True,False,503009
2898,2898,GB1,2010,s,984,West Bromwich Albion,England,in,121477,Craig Dawson,20.0,England,,CB,1088,Rochdale AFC,England,,3000000.0,False,True,True,False,519170
2899,2899,GB1,2010,s,984,West Bromwich Albion,England,in,45921,Luke Daniels,23.0,England,,GK,2455,Bristol Rovers,England,,300000.0,False,True,True,False,519312
2900,2900,GB1,2010,s,984,West Bromwich Albion,England,in,49611,Joe Mattock,20.0,England,,LB,350,Sheffield United,England,,200000.0,False,True,True,False,523586
2901,2901,GB1,2010,s,984,West Bromwich Albion,England,in,3865,Jonathan Greening,31.0,England,,CM,931,Fulham FC,England,,,False,True,True,False,418098
2902,2902,GB1,2010,s,984,West Bromwich Albion,England,left,19325,Andwelé Slory,27.0,Netherlands,Suriname,RW,156,Levski Sofia,Bulgaria,0.0,,True,False,False,False,451614
2903,2903,GB1,2010,s,984,West Bromwich Albion,England,left,3865,Jonathan Greening,31.0,England,,CM,931,Fulham FC,England,0.0,,True,False,False,False,440382
2904,2904,GB1,2010,s,984,West Bromwich Albion,England,left,26946,Robert Koren,29.0,Slovenia,,AM,3008,Hull City,England,0.0,,True,False,False,False,439884
2905,2905,GB1,2010,s,984,West Bromwich Albion,England,left,5568,Filipe Teixeira,29.0,Portugal,France,RW,2783,Metalurg Donetsk (- 2015),Ukraine,0.0,,True,False,False,False,434922
2906,2906,GB1,2010,s,984,West Bromwich Albion,England,left,4075,Luke Moore,24.0,England,Jamaica,CF,22,Derby County,England,,,False,True,False,False,484749
2907,2907,GB1,2010,s,984,West Bromwich Albion,England,left,39693,Reuben Reid,21.0,England,Jamaica,CF,899,Walsall FC,England,,,False,True,False,False,469640
2908,2908,GB1,2010,s,984,West Bromwich Albion,England,left,108725,Chris Wood,18.0,New Zealand,,CF,349,Barnsley FC,England,,10000000.0,False,True,False,False,483559
2909,2909,GB1,2010,s,984,West Bromwich Albion,England,left,45921,Luke Daniels,22.0,England,,GK,358,Charlton Athletic,England,,300000.0,False,True,False,False,482209
2910,2910,GB1,2010,s,984,West Bromwich Albion,England,left,121477,Craig Dawson,20.0,England,,CB,1088,Rochdale AFC,England,,3000000.0,False,True,False,False,476675
2911,2911,GB1,2010,s,984,West Bromwich Albion,England,left,141341,Cameron Gayle,18.0,England,,RB,5849,Víkingur Reykjavík,Iceland,,,False,True,False,False,574712
2912,2912,GB1,2010,s,984,West Bromwich Albion,England,left,33484,Leon Barnett,24.0,England,Jamaica,CB,1123,Norwich City,England,,,False,True,False,False,860287
2913,2913,GB1,2010,s,984,West Bromwich Albion,England,left,103607,Marcus Haber,21.0,Canada,Austria,CF,2578,St. Johnstone FC,Scotland,,175000.0,False,True,False,False,459398
2914,2914,GB1,2010,s,984,West Bromwich Albion,England,left,40372,Borja Valero,25.0,Spain,,CM,1050,Villarreal CF,Spain,,,False,True,False,False,444711
2915,2915,GB1,2010,s,984,West Bromwich Albion,England,left,6893,Gabriel Tamas,26.0,Romania,,CB,290,AJ Auxerre,France,,300000.0,False,True,True,False,419856
2916,2916,GB1,2010,s,931,Fulham FC,England,in,19368,Mousa Dembélé,23.0,Belgium,Mali,CM,1090,AZ Alkmaar,Netherlands,6000000.0,700000.0,False,False,False,False,468787
2917,2917,GB1,2010,s,931,Fulham FC,England,in,67815,Rafik Halliche,23.0,Algeria,,CB,294,SL Benfica,Portugal,2500000.0,,False,False,False,False,471622
2918,2918,GB1,2010,s,931,Fulham FC,England,in,31434,Carlos Salcido,30.0,Mexico,,CB,383,PSV Eindhoven,Netherlands,1950000.0,,False,False,False,False,473103
2919,2919,GB1,2010,s,931,Fulham FC,England,in,3865,Jonathan Greening,31.0,England,,CM,984,West Bromwich Albion,England,0.0,,True,False,False,False,440382
2920,2920,GB1,2010,s,931,Fulham FC,England,in,4277,Philippe Senderos,25.0,Switzerland,Spain,CB,11,Arsenal FC,England,0.0,,True,False,False,False,429417
2921,2921,GB1,2010,s,931,Fulham FC,England,in,55851,Rob Milsom,23.0,England,,LB,2275,Turun Palloseura,Finland,,250000.0,False,True,True,False,407766
2922,2922,GB1,2010,s,931,Fulham FC,England,in,38773,Eddie Johnson,27.0,United States,,CF,466,Preston North End,England,,,False,True,True,False,534816
2923,2923,GB1,2010,s,931,Fulham FC,England,in,13485,Björn Helge Riise,27.0,Norway,,RM,350,Sheffield United,England,,,False,True,True,False,541376
2924,2924,GB1,2010,s,931,Fulham FC,England,in,63285,Kagisho Dikgacoi,26.0,South Africa,,CM,873,Crystal Palace,England,,,False,True,True,False,542158
2925,2925,GB1,2010,s,931,Fulham FC,England,in,6053,Diomansy Kamara,30.0,Senegal,France,RW,1003,Leicester City,England,,,False,True,True,False,555241
2926,2926,GB1,2010,s,931,Fulham FC,England,in,467331,Bruno Luz,21.0,Portugal,,RW,1039,Queens Park Rangers,England,,50000.0,False,True,True,False,1920557
2927,2927,GB1,2010,s,931,Fulham FC,England,left,103427,Chris Smalling,20.0,England,,CB,985,Manchester United,England,8000000.0,8000000.0,False,False,False,False,383169
2928,2928,GB1,2010,s,931,Fulham FC,England,left,3296,Paul Konchesky,29.0,England,,LB,31,Liverpool FC,England,4200000.0,,False,False,False,False,474539
2929,2929,GB1,2010,s,931,Fulham FC,England,left,467331,Bruno Luz,21.0,Portugal,,RW,429,Apollon Limassol,Cyprus,250000.0,50000.0,False,False,False,False,1908824
2930,2930,GB1,2010,s,931,Fulham FC,England,left,61726,Michael Uwezu,19.0,England,Nigeria,AM,6169,Dulwich Hamlet,England,0.0,,True,False,False,False,440549
2931,2931,GB1,2010,s,931,Fulham FC,England,left,47844,Elliot Omozusi,22.0,England,Nigeria,RB,1150,Leyton Orient,England,0.0,,True,False,False,False,344408
2932,2932,GB1,2010,s,931,Fulham FC,England,left,37181,Toni Kallio,31.0,Finland,,CB,239,Viking Stavanger,Norway,0.0,,True,False,False,False,440294
2933,2933,GB1,2010,s,931,Fulham FC,England,left,126587,Stefan Payne,18.0,England,,CF,2814,Gillingham FC,England,0.0,,True,False,False,False,433823
2934,2934,GB1,2010,s,931,Fulham FC,England,left,61566,Wayne Brown,21.0,England,,AM,2455,Bristol Rovers,England,0.0,,True,False,False,False,421636
2935,2935,GB1,2010,s,931,Fulham FC,England,left,13711,Erik Nevland,32.0,Norway,,CF,239,Viking Stavanger,Norway,0.0,,True,False,False,False,399378
2936,2936,GB1,2010,s,931,Fulham FC,England,left,39938,Andranik Teymourian,27.0,Iran,,CM,515,Without Club,Without Club,,,False,False,False,False,440320
2937,2937,GB1,2010,s,931,Fulham FC,England,left,46813,King Gyan,21.0,Ghana,,DM,515,Without Club,Without Club,,,False,False,False,False,465449
2938,2938,GB1,2010,s,931,Fulham FC,England,left,3865,Jonathan Greening,31.0,England,,CM,984,West Bromwich Albion,England,,,False,True,True,False,418098
2939,2939,GB1,2010,s,931,Fulham FC,England,left,74297,Gaël Kakuta,19.0,DR Congo,France,AM,631,Chelsea FC,England,,7000000.0,False,True,True,False,531886
2940,2940,GB1,2010,s,931,Fulham FC,England,left,35249,Stefano Okaka,20.0,Italy,Nigeria,CF,12,AS Roma,Italy,,2900000.0,False,True,True,False,385969
2941,2941,GB1,2010,s,762,Newcastle United,England,in,33478,Cheik Tioté,24.0,Cote d'Ivoire,,DM,317,Twente Enschede FC,Netherlands,4280000.0,,False,False,False,False,473614
